PID,ADDRESS,CV
102 728 809,33 PLAYSTEAD RD,546400
102 728 810,37 PLAYSTEAD RD,639100
102 728 811,41 43 PLAYSTEAD RD,737400
102 728 812,45 47 PLAYSTEAD RD,767900
102 728 813,49 49A PLAYSTEAD RD,889500
102 728 814,53 PLAYSTEAD RD,653800
102 729 901,20 HYDE ST,544000
102 729 902,14 HYDE ST,545500
102 729 903,12 HYDE ST,583800
102 729 904,435 SALEM ST,619900
102 729 905,443 SALEM ST,584500
102 729 906,447 SALEM ST,654600
102 729 907,7 DELL ST,1229600
102 729 908,9 DELL ST,602100
102 729 909,15 DELL ST,538800
102 729 910,19 DELL ST,619500
102 729 911,42 PLAYSTEAD RD,485900
102 730 001,655 CROSS ST,925000
102 730 002,661 CROSS ST,724200
102 730 003,5 7 JORDAN TR,1137000
102 730 004,9 11 JORDAN TR,998000
102 730 005,15 17 JORDAN TR,755200
102 730 006,397 399 SALEM ST,568000
102 730 007,401 403 SALEM ST,716800
102 730 008,409 411 SALEM ST,671900
102 730 009,413 415 SALEM ST,680700
102 730 010,421 SALEM ST,691600
102 730 011,425 SALEM ST,661700
102 730 012,11 HYDE ST,562100
102 730 013,15 HYDE ST,611600
102 730 014,19 HYDE ST,634000
102 730 015,16 PLAYSTEAD RD,567900
102 730 016,18 18R PLAYSTEAD RD,898300
102 730 017,14 PLAYSTEAD RD,823400
102 730 018,8 PLAYSTEAD RD,736300
102 730 019,10 BURDITT TR,693400
102 731 101,667 669 CROSS ST,727300
102 731 102,671 673 CROSS ST,782800
102 731 103,677 679 CROSS ST,808600
102 731 104,385 387 SALEM ST,1168100
102 731 105,391 393 SALEM ST,682400
102 732 201,662 CROSS ST,3176900
102 732 202,CROSS ST,458800
102 732 203,369 SALEM ST,517800
102 732 204,373 SALEM ST,840900
102 732 205,375 SALEM ST,833200
102 733 301,40 FAULKNER ST,1610800
102 733 303 1,26 FAULKNER ST 1,453200
102 733 303 2,26 FAULKNER ST 2,483000
102 733 303 3,28 FAULKNER ST 3,509900
102 733 304,20 FAULKNER ST,641900
102 733 305,16 FAULKNER ST,1377500
102 733 306,8 10 FAULKNER ST,800900
102 733 307,317 SALEM ST,720300
102 733 308,327 329 SALEM ST,774500
102 733 309,333 SALEM ST,584100
102 733 310,341 SALEM ST,1045800
102 733 311,347 SALEM ST,764800
102 733 312,15 JOSEPH ST,1947400
102 733 314,22 FAULKNER ST,1041400
103 709 901,280 SALEM ST,7771500
103 709 902,21 PIERCE ST,943000
103 709 903,25 PIERCE ST,929000
103 709 904,31 PIERCE ST,1088800
103 709 905,33 PIERCE ST,721100
103 709 906,37 39 PIERCE ST,1095100
103 709 907,41 PIERCE ST,711400
103 709 908,45 PIERCE ST,752400
103 709 909,49 PIERCE ST,772100
103 709 910,51 PIERCE ST,836700
103 709 911,57 PIERCE ST,828900
103 709 912,39 KNOLLIN ST,769900
103 709 913,43 KNOLLIN ST,752500
103 709 914,101 PLYMOUTH RD,599800
103 709 915,107 109 PLYMOUTH RD,787500
103 709 917,PLYMOUTH RD,97400
103 709 923,146 PLYMOUTH RD,887100
103 709 924,140 PLYMOUTH RD,771400
103 709 925,136 PLYMOUTH RD,896800
103 709 926,130 PLYMOUTH RD,759400
103 709 927,124 PLYMOUTH RD,634200
103 709 928,122 PLYMOUTH RD,912100
103 709 929,114 PLYMOUTH RD,578600
103 709 930,108 PLYMOUTH RD,602600
103 709 931,102 PLYMOUTH RD,539300
103 709 932,98 PLYMOUTH RD,496200
103 709 933,92 PLYMOUTH RD,581100
103 709 934,90 PLYMOUTH RD,537900
103 709 935,78 PLYMOUTH RD,1032800
103 709 936,74 PLYMOUTH RD,972400
103 709 938,100 BOWERS AVE,625800
103 709 939,90 BOWERS AVE,758000
103 709 940,84 BOWERS AVE,660700
103 709 941,78 BOWERS AVE,711700
103 709 942,72 BOWERS AVE,705900
103 709 943,60 BOWERS AVE,789200
103 709 944,54 BOWERS AVE,546300
103 709 945,50 BOWERS AVE,566600
103 709 946,28 BOWERS AVE,1157500
103 709 947,24 BOWERS AVE,649800
103 709 948,12 BOWERS AVE,592600
103 709 949,SALEM ST,900
103 709 950,358 360 SALEM ST,238800
103 709 951,354 SALEM ST,484700
103 709 952,346 348 SALEM ST,838000
103 709 953,336 SALEM ST,1257000
103 709 954,330 332 SALEM ST,4035200
103 709 955,320 SALEM ST,501500
103 709 956,312 312A SALEM ST,711600
103 709 957,300 SALEM ST,567300
103 709 958,40 BOWERS AVE,736700
104 712 206,GRANVILLE PL,330000
104 712 207,72 GRANVILLE AVE,683900
104 712 208,76 GRANVILLE AVE,1677400
104 712 210,68 GRANVILLE AVE,796300
104 712 211,64 GRANVILLE AVE,844600
104 712 212,15 DAVEIS CT,945800
104 712 213,60 GRANVILLE AVE,593200
104 712 214,56 GRANVILLE AVE,639800
104 712 215,52 GRANVILLE AVE,709300
104 712 216,48 GRANVILLE AVE,671100
104 712 217,44 GRANVILLE AVE,930000
104 712 218,9 DALE ST,572900
104 712 219,15 DALE ST,582700
104 712 220,17 DALE ST,564500
104 712 221,2 POPLAR ST,600100
104 712 222,2 DAVEIS CT,632100
104 712 223,BRIGGS CT,317500
104 712 250,74 GRANVILLE AVE,788500
104 713 301,6 BOND ST,707800
104 713 302,69 RUTLAND ST,600000
104 713 303,3 POPLAR ST,605000
104 713 304,9 POPLAR ST,639700
104 713 305,13 POPLAR ST,868900
104 713 306,19 POPLAR ST,581800
104 713 307,23 POPLAR ST,591600
104 713 308,12 NIRA ST,553400
104 713 309,10 NIRA ST,541300
104 713 310,24 BOND ST,583600
104 713 312,16 BOND ST,669300
104 713 313,8 BOND ST,559000
104 714 402,370 SALEM ST,699100
104 714 403 1,15 BOWERS AVE 1,616900
104 714 403 2,15 BOWERS AVE 2,604200
104 714 405,37 POPLAR ST,555800
104 714 406,BOWERS AVE,32500
104 714 407,33 BOWERS AVE,731500
104 714 408,39 BOWERS AVE,641700
104 714 409,43 BOWERS AVE,594000
104 714 410,25 BOND ST,612600
104 714 411,53 BOWERS AVE,620300
104 714 412,59 BOWERS AVE,645000
104 714 413,73 BOWERS AVE,654600
104 714 414,81 BOWERS AVE,688100
104 714 415,93 BOWERS AVE,886700
104 714 416,53 RUTLAND ST,641900
104 714 417,15 BOND ST,686100
104 714 418,19 BOND ST,645900
104 714 419,3 NIRA ST,627400
104 714 420,5 NIRA ST,531900
104 714 421,11 NIRA ST,547600
104 714 422,27 POPLAR ST,533900
104 714 423,31 POPLAR ST,645700
104 714 425,POPLAR ST,60800
104 714 426,26 POPLAR ST,35300
104 714 427,20 DALE ST,644400
104 714 428,4 DALE ST,870200
104 714 429,36 38 GRANVILLE AVE,915700
104 714 430,34 GRANVILLE AVE,696400
104 714 431,28 GRANVILLE AVE,686500
104 714 432,22 GRANVILLE AVE,864500
104 714 433,18 GRANVILLE AVE,866600
104 714 434,12 GRANVILLE AVE,544100
104 714 435,4 GRANVILLE AVE,762700
104 714 436,380 SALEM ST,335200
105 711 103,RUTLAND ST,399400
105 711 104,60 PLYMOUTH RD,709500
105 711 105,52 PLYMOUTH RD,892200
105 711 106,46 PLYMOUTH RD,752800
105 711 107,246 BAINBRIDGE ST,1111000
105 711 109,240 BAINBRIDGE ST,606600
105 711 110,232 BAINBRIDGE ST,811800
105 711 111,220 BAINBRIDGE ST,907400
105 711 112,210 BAINBRIDGE ST,596800
105 711 113,7 BAINCROFT RD,694800
105 711 114,11 BAINCROFT RD,688900
105 711 115,19 BAINCROFT RD,712800
105 711 116,25 BAINCROFT RD,811000
105 711 117,29 BAINCROFT RD,785600
105 711 118,35 BAINCROFT RD,577300
105 711 119,3 BAYRD TR,687800
105 711 120,7 BAYRD TR,772900
105 711 121,17 BAYRD TR,608800
105 711 122,23 BAYRD TR,541500
105 711 123,29 BAYRD TR,625000
105 711 124,35 BAYRD TR,865800
105 711 125,3 LILLIAN RD,688400
105 711 126,7 LILLIAN RD,655900
105 711 127,13 LILLIAN RD,655400
105 711 128,17 LILLIAN RD,757700
105 711 129,23 LILLIAN RD,689000
105 711 130,27 LILLIAN RD,761800
105 711 131,31 LILLIAN RD,716000
105 711 132,35 LILLIAN RD,732200
105 711 133,45 LILLIAN RD,901500
105 711 134,49 LILLIAN RD,849000
105 711 136,30 LILLIAN RD,827700
105 711 137,20 LILLIAN RD,604600
105 711 138,18 LILLIAN RD,670500
105 711 139,14 LILLIAN RD,624700
105 711 140,16 BAINCROFT RD,606200
105 711 141,12 BAINCROFT RD,741100
105 711 142,200 BAINBRIDGE ST,680000
105 711 143,194 BAINBRIDGE ST,642300
105 711 144,190 BAINBRIDGE ST,655500
105 711 145,186 BAINBRIDGE ST,790700
105 711 146,180 BAINBRIDGE ST,653700
105 711 147,176 BAINBRIDGE ST,684300
105 711 148,170 BAINBRIDGE ST,713900
105 711 149,166 BAINBRIDGE ST,707000
105 711 150,160 BAINBRIDGE ST,709500
105 711 151,156 BAINBRIDGE ST,696700
105 711 152,152 BAINBRIDGE ST,691400
105 711 153,146 BAINBRIDGE ST,669200
105 711 154,142 BAINBRIDGE ST,675000
105 711 155,86 BAKER ST,879100
105 711 156,6 8 JOHNSON ST,874600
105 712 223,40 JOHNSON ST,768400
105 712 224,80 RUTLAND ST,516500
105 712 225,84 RUTLAND ST,551900
105 712 226,78 RUTLAND ST,653200
105 712 227,70 RUTLAND ST,570600
105 712 228,66 RUTLAND ST,737600
105 712 229,60 RUTLAND ST,700800
105 712 230,56 RUTLAND ST,707000
105 712 231 1,48 RUTLAND ST,602400
105 712 231 2,50 RUTLAND ST,604800
105 712 233,41 BAINCROFT RD,745600
105 712 234,226 228 BAINBRIDGE ST,1331300
105 712 235,216 BAINBRIDGE ST,856000
105 712 236,30 RUTLAND ST,903100
105 712 237,80 BAKER ST,678000
105 712 238,7 JOHNSON ST,805500
105 712 239,11 JOHNSON ST,852300
105 712 240,17 JOHNSON ST,684100
105 712 241,23 JOHNSON ST,714800
105 712 242,27 JOHNSON ST,757400
105 712 243,33 JOHNSON ST,735300
105 712 244,36 JOHNSON ST,679600
105 712 245,32 JOHNSON ST,622600
105 712 246,24 JOHNSON ST,651100
105 712 247,18 JOHNSON ST,691800
105 712 249,JOHNSON ST,49700
105 719 901,100 BAYRD RD,815900
105 719 902,85 BAKER ST,610400
105 719 903,132 BAINBRIDGE ST,650300
105 719 904,128 BAINBRIDGE ST,768200
105 719 905,126 BAINBRIDGE ST,725700
105 719 906,118 BAINBRIDGE ST,812100
106 773 341 02,2 CRESTVIEW DR,629500
106 773 341 04,4 CRESTVIEW DR,699900
106 773 341 06,6 CRESTVIEW DR,733300
106 773 341 08,8 CRESTVIEW DR,632300
106 773 341 10,10 CRESTVIEW DR,613400
106 773 341 12,12 CRESTVIEW DR,613400
106 773 341 14,14 CRESTVIEW DR,621800
106 773 341 16,16 CRESTVIEW DR,618800
106 773 341 18,18 CRESTVIEW DR,716600
106 773 341 20,20 CRESTVIEW DR,613400
106 773 341 22,22 CRESTVIEW DR,741300
106 773 341 24,24 CRESTVIEW DR,616000
106 773 341 26,26 CRESTVIEW DR,631400
106 773 341 28,28 CRESTVIEW DR,624800
106 773 341 30,30 CRESTVIEW DR,614400
106 773 341 32,32 CRESTVIEW DR,629100
106 773 341 34,34 CRESTVIEW DR,652400
106 773 341 36,36 CRESTVIEW DR,614400
106 773 341 38,38 CRESTVIEW DR,574100
106 773 341 40,40 CRESTVIEW DR,638700
106 773 341 42,42 CRESTVIEW DR,678300
106 773 341 44,44 CRESTVIEW DR,620100
106 773 341 46,46 CRESTVIEW DR,614400
106 773 341 48,48 CRESTVIEW DR,711100
106 773 341 50,50 CRESTVIEW DR,624400
106 773 341 52,52 CRESTVIEW DR,617000
106 773 341 54,54 CRESTVIEW DR,624200
106 773 341 56,56 CRESTVIEW DR,630000
106 773 341 58,58 CRESTVIEW DR,613400
106 773 341 60,60 CRESTVIEW DR,623200
106 773 341 62,62 CRESTVIEW DR,638100
106 773 341 64,64 CRESTVIEW DR,718100
106 773 341 66,66 CRESTVIEW DR,615900
106 773 341 68,68 CRESTVIEW DR,619800
106 773 341 70,70 CRESTVIEW DR,566900
106 773 341 72,72 CRESTVIEW DR,614900
106 773 342,71 GOODWIN AVE,719500
106 773 343,75 GOODWIN AVE,591200
106 773 344,111 FLORAL AVE,578300
106 773 345,115 FLORAL AVE,641300
106 773 346,121 FLORAL AVE,602000
106 773 347,127 FLORAL AVE,648000
106 773 348,133 FLORAL AVE,608100
106 773 349,139 FLORAL AVE,656800
106 773 350,149 FLORAL AVE,620800
106 773 351,155 FLORAL AVE,688500
106 773 352,159 FLORAL AVE,752900
106 773 353,163 FLORAL AVE,682600
106 773 354,167 FLORAL AVE,626300
106 773 355,173 FLORAL AVE,679200
106 773 356,207 BAINBRIDGE ST,711600
106 773 357,211 BAINBRIDGE ST,733400
106 773 358,217 BAINBRIDGE ST,652800
106 773 359,221 BAINBRIDGE ST,594200
106 773 360,231 BAINBRIDGE ST,558000
106 776 604,23 GORDON ST,685000
106 776 605,27 GORDON ST,645400
106 776 606,33 GORDON ST,760700
106 776 607,43 GORDON ST,709400
106 776 608,49 GORDON ST,852000
106 776 609,53 GORDON ST,692200
106 776 610,59 GORDON ST,712900
106 776 611,65 GORDON ST,765600
106 776 615,GOODWIN AVE,29100
106 776 619,39 GORDON ST,907000
106 777 701,235 FOREST ST,690000
106 777 702,243 FOREST ST,615600
106 777 703,3 HUNTLEY ST,676100
106 777 704,9 HUNTLEY ST,677600
106 777 705,15 HUNTLEY ST,642300
106 777 706,19 HUNTLEY ST,658500
106 777 707,27 HUNTLEY ST,648300
106 777 708,31 HUNTLEY ST,621900
106 777 709,37 HUNTLEY ST,684500
106 777 710,47 HUNTLEY ST,829000
106 777 711,73 FLORAL AVE,616900
106 777 712,52 GORDON ST,741300
106 777 713,50 GORDON ST,757000
106 777 714,44 46 GORDON ST,810300
106 777 715,38 GORDON ST,619700
106 777 716,30 GORDON ST,709900
106 777 717,22 GORDON ST,922600
106 777 718,16 GORDON ST,548300
106 777 719,79 81 FLORAL AVE,1182100
106 777 720,41 HUNTLEY ST,941000
107 778 801,6 HUNTLEY ST,631200
107 778 802,259 261 FOREST ST,911200
107 778 803,265 FOREST ST,612400
107 778 804,269 FOREST ST,655400
107 778 805,273 FOREST ST,683900
107 778 806,281 FOREST ST,443000
107 778 807,287 FOREST ST,602200
107 778 808,293 FOREST ST,511200
107 778 809,19 BOULDER ST,631900
107 778 810,27 BOULDER ST,713600
107 778 811,35 BOULDER ST,609500
107 778 812,30 HUNTLEY ST,655800
107 778 813,26 HUNTLEY ST,678600
107 778 814,20 HUNTLEY ST,515300
107 779 901,40 HUNTLEY ST,595000
107 779 902,30 BOULDER ST,699600
107 779 904,26 BOULDER ST,692000
107 779 905,10 BOULDER ST,1032000
107 779 906,301 FOREST ST,614400
107 779 907,305 FOREST ST,762300
107 779 908,311 FOREST ST,644300
107 779 909,21 FLORAL AVE,702900
107 779 910,25 FLORAL AVE,583200
107 779 911,31 FLORAL AVE,607900
107 779 912,35 FLORAL AVE,600500
107 779 913,41 FLORAL AVE,1025400
107 779 914A,49 FLORAL AVE,601000
107 779 915,59 FLORAL AVE,672700
107 779 916,44 HUNTLEY ST,571200
107 779 917,40 BOULDER ST,680800
107 782 201,350 FOREST ST,665500
107 782 202,358 FOREST ST,725000
107 782 203,2 FOREST CT,723700
107 782 204,8 FOREST CT,735400
107 782 205,12 FOREST CT,788600
107 782 206,16 FOREST CT,760100
107 782 207,20 FOREST CT,785600
107 782 208,26 FOREST CT,766400
107 782 209,30 FOREST CT,750300
107 782 210,36 FOREST CT,670900
107 782 211,42 FOREST CT,766300
107 782 212,39 FOREST CT,704900
107 782 213,37 FOREST CT,699500
107 782 214,33 FOREST CT,644900
107 782 215,29 FOREST CT,660500
107 782 216,23 FOREST CT,702300
107 782 217,19 FOREST CT,744900
107 782 218,15 FOREST CT,764500
107 782 219,11 FOREST CT,709700
107 782 220,7 FOREST CT,736400
107 782 221,1 FOREST CT,703300
108 783 301,2-32 SYLVAN ST,5336800
108 783 302,FOREST ST,324600
108 783 303,FOREST ST,100
108 783 304,REAR FOREST ST,700
108 783 305,S MOUNTAIN AVE,374100
108 783 306,S MOUNTAIN AVE,325400
108 783 308,S MOUNTAIN AVE,434200
108 783 309,S MOUNTAIN AVE,333900
108 783 311,S MOUNTAIN AVE,31800
108 783 312A,CARGILL ST,254000
108 783 314B,CARGILL ST,29500
108 783 314C,CARGILL ST,29500
108 783 314D,CARGILL ST,29500
108 783 314E,CARGILL ST,29600
108 783 315,35 CARGILL ST,594800
108 783 316,31 CARGILL ST,306600
108 783 320,GIBSON ST,46500
108 783 321A,GIBSON ST,418800
108 783 321B,GIBSON ST,75400
108 783 352,42 GIBSON ST,592000
108 783 353,9 GOODHUE ST,599300
108 783 354,15 GOODHUE ST,524600
108 783 355,19 GOODHUE ST,525200
108 783 356,25 GOODHUE ST,586700
108 783 357,30 WINSHIP ST,636300
108 783 358,22 WINSHIP ST,637600
108 783 359,18 WINSHIP ST,539200
108 783 360,100 SYLVAN ST,648100
108 783 362,74 SYLVAN ST,35430400
108 783 363,341 FOREST ST,11928800
108 783 365,377 427A FOREST ST,7062900
108 783 366,CARGILL ST,44800
108 783 367,10 WINSHIP ST,629500
108 783 368,CARGILL ST,28000
108 784 401,108 SYLVAN ST,575500
108 784 402,9 WINSHIP ST,513300
108 784 403,15 WINSHIP ST,566900
108 784 404,21 WINSHIP ST,677700
108 784 405,25 WINSHIP ST,614100
108 784 406,34 GIBSON ST,560500
108 784 407,30 GIBSON ST,645400
108 784 408,20 GIBSON ST,598400
108 784 409,14 GIBSON ST,434300
108 784 410,126 SYLVAN ST,672600
108 784 411,116 SYLVAN ST,626300
108 784 412,112 SYLVAN ST,653600
109 780 001,112 FLORAL AVE,634700
109 780 002,108 FLORAL AVE,532900
109 780 003,9 BIATHROW ST,592600
109 780 004,26 HILL ST,613600
109 780 005A,UMLAH TR,282400
109 780 006,88 FLORAL AVE,856700
109 780 007,68 FLORAL AVE,965300
109 780 008,58 FLORAL AVE,614100
109 780 009A,52 FLORAL AVE,694700
109 780 010,48 FLORAL AVE,755600
109 780 011,42 FLORAL AVE,713200
109 780 012,38 FLORAL AVE,697000
109 780 013,34 FLORAL AVE,720800
109 780 014,26 FLORAL AVE,928100
109 780 015,22 FLORAL AVE,589800
109 780 016,16 FLORAL AVE,618600
109 780 017,12 FLORAL AVE,611700
109 780 018,8 FLORAL AVE,600000
109 780 019,2 FLORAL AVE,602600
109 780 020,323 FOREST ST,667200
109 780 021,329 FOREST ST,623400
109 780 022,335 FOREST ST,871500
109 780 023,3 ECHO ST,701100
109 780 024,7 ECHO ST,651400
109 780 025,11 ECHO ST,660500
109 780 026,15 ECHO ST,886100
109 780 027,23 ECHO ST,930100
109 780 028,27 ECHO ST,757500
109 780 029,35 37 ECHO ST,824000
109 780 030,43 ECHO ST,856500
109 780 031,49 ECHO ST,692400
109 780 032,55 ECHO ST,626400
109 780 033,59 ECHO ST,642800
109 780 034,65 ECHO ST,745400
109 780 035,15 HUNTLEY TR,666400
109 780 036,66 ECHO ST,678200
109 780 037,60 ECHO ST,548900
109 780 038,54 56 ECHO ST,922600
109 780 039,202 CHERRY ST,815600
109 780 040,196 CHERRY ST,696300
109 780 041,49 KIMBALL ST,642300
109 780 042A,53 KIMBALL ST,641100
109 780 042B,59 KIMBALL ST,622800
109 780 043,58 ECHO ST,722600
109 780 044,65 KIMBALL ST,684100
109 780 045,67 KIMBALL ST,652600
109 780 046,73 KIMBALL ST,623500
109 780 047,79 KIMBALL ST,658900
109 780 048,81 KIMBALL ST,643900
109 780 049,87 KIMBALL ST,664700
109 780 050,93 KIMBALL ST,683600
109 780 051,99 KIMBALL ST,691800
109 780 053,107 KIMBALL ST,1040600
109 780 054,113 KIMBALL ST,822100
109 780 055L,129 KIMBALL ST,706600
109 780 056L,30 HILL ST,989800
109 780 058,20 HILL ST,618100
109 780 059,16 HILL ST,736600
109 780 060,10 HILL ST,698400
109 780 061,78 FLORAL AVE,716200
109 780 070,82 FLORAL AVE,829800
109 780 071,1 UMLAH TR,1082100
109 780 072,5 UMLAH TR,867400
109 780 073,7 UMLAH TR,354000
109 780 074,11 UMLAH TR,964900
109 781 101,36 ECHO ST,765600
109 781 102,30 ECHO ST,657700
109 781 103,24 ECHO ST,857900
109 781 104,16 ECHO ST,732300
109 781 105,12 ECHO ST,653800
109 781 107,29 SYLVAN ST,852600
109 781 108,35 37 SYLVAN ST,3313100
109 781 109,19 KIMBALL ST,628000
109 781 110,25 KIMBALL ST,813800
109 781 111,29 KIMBALL ST,580000
109 781 112,33 35 KIMBALL ST,838600
109 781 113,187 CHERRY ST,694200
109 781 114,197 CHERRY ST,819000
110 807 701,173 BAINBRIDGE ST,726700
110 807 702,9 OTIS ST,620300
110 807 703,11 OTIS ST,714400
110 807 704,31 OTIS ST,689200
110 807 705,158 FLORAL AVE,670600
110 807 706,156 FLORAL AVE,665500
110 807 707,150 FLORAL AVE,719400
110 807 708,144 FLORAL AVE,589000
110 807 709,140 FLORAL AVE,665500
110 807 710,132 FLORAL AVE,704200
110 807 711,124 FLORAL AVE,698300
110 807 712,21 HILL ST,930400
110 807 713,133 KIMBALL ST,589600
110 807 714,141 KIMBALL ST,848800
110 807 715,145 KIMBALL ST,684400
110 807 716,149 KIMBALL ST,683600
110 807 717,153 KIMBALL ST,785800
110 807 718,155 KIMBALL ST,681300
110 807 719,165 KIMBALL ST,652100
110 807 720,171 KIMBALL ST,640600
110 807 721,181 KIMBALL ST,989900
110 807 722A,KIMBALL ST,34000
110 807 722B,81 HILL ST,646600
110 807 723,KIMBALL ST,172400
110 807 724,180 KIMBALL ST,796600
110 807 725,172 KIMBALL ST,665400
110 807 726,160 162 KIMBALL ST,855900
110 807 727,142 KIMBALL ST,710900
110 807 728,49 HILL ST,715800
110 807 729,59 HILL ST,689500
110 807 730,63 HILL ST,689700
110 807 731,73 HILL ST,724500
110 807 733,69 HILL ST,701300
110 807 735,91 HILL ST,624100
110 807 736,97 HILL ST,614900
110 807 737,101 HILL ST,907100
110 808 805,79 BAINBRIDGE ST,724500
110 808 806,85 BAINBRIDGE ST,632000
110 808 807,89 BAINBRIDGE ST,620400
110 808 808,105 BAINBRIDGE ST,601200
110 808 809,107 109 BAINBRIDGE ST,1114400
110 808 810,119 BAINBRIDGE ST,689600
110 808 811,125 BAINBRIDGE ST,708800
110 808 812,131 BAINBRIDGE ST,710000
110 808 813,137 BAINBRIDGE ST,678700
110 808 814,141 BAINBRIDGE ST,623600
110 808 815,157 BAINBRIDGE ST,984400
110 808 816,145 BAINBRIDGE ST,797300
110 808 817,163 BAINBRIDGE ST,633400
110 808 818,167 BAINBRIDGE ST,597300
110 808 820,53 HILL ST,712700
110 809 901,197 BAINBRIDGE ST,630600
110 809 902,168 FLORAL AVE,757900
110 809 903,164 FLORAL AVE,705300
110 809 904,24 OTIS ST,738100
110 809 905,183 BAINBRIDGE ST,704100
110 809 906,187 BAINBRIDGE ST,673300
110 809 907,191 BAINBRIDGE ST,728800
111 783 324,GIBSON ST,30700
111 783 325,GIBSON ST,161300
111 783 326,LEBANON ST,56200
111 783 327,LEBANON ST,785000
111 783 328,512 LEBANON ST,532400
111 783 329,508 LEBANON ST,614200
111 783 330 1,496 LEBANON ST 1,786400
111 783 330 2,496 LEBANON ST 2,681800
111 783 330 3,496 LEBANON ST 3,732500
111 783 331,LEBANON ST,235300
111 783 332,6 MORTON AVE,620300
111 783 333,LEBANON ST,28000
111 783 335,458 LEBANON ST,625500
111 783 336,444 446 LEBANON ST,724800
111 783 337,440 LEBANON ST,602900
111 783 339,430 432 LEBANON ST,784600
111 783 340,424 LEBANON ST,721800
111 783 341,416 418 LEBANON ST,721400
111 783 342,410 412 LEBANON ST,787500
111 783 343,1 3 WILBUR ST,788500
111 783 344,5 7 WILBUR ST,762000
111 783 345,9 WILBUR ST,649200
111 783 346,134 GILBERT ST,615500
111 783 347,130 GILBERT ST,603900
